선수명,생년월일,신장/체중,입단계약금,지명순위,등번호,포지션,경력,연봉,입단년도,playerId,type,날짜,상대팀,출장구분,결과,ERA,TBF,IP,H,HR,BB,HBP
임찬규,1992년 11월 20일,185cm/80kg,,11 LG 1라운드 2순위,1,투수(우투우타),,20000만원,,61101,info,,,,,,,,,,,
임찬규,,,,,,,,,,61101,daily,03.26,한화,선발,승,0.00,30,9,2,0,2,0
임찬규,,,,,,,,,,61101,daily,04.03,KT,선발,승,1.59,25,5 2/3,7,0,3,0
임찬규,,,,,,,,,,61101,daily,04.10,키움,선발,승,1.29,26,7,5,1,0,0
임찬규,,,,,,,,,,61101,daily,04.16,삼성,선발,승,3.00,26,6,7,0,1,0
임찬규,,,,,,,,,,61101,daily,04.22,NC,선발,,6.00,28,6,8,1,2,0
임찬규,,,,,,,,,,61101,daily,04.27,KIA,선발,패,4.50,25,6,7,1,1,0
임찬규,,,,,,,,,,61101,daily,05.03,SSG,선발,승,1.50,22,6,4,0,3,0
임찬규,,,,,,,,,,61101,daily,05.10,삼성,선발,승,0.00,25,6,2,0,5,0
임찬규,,,,,,,,,,61101,daily,05.15,키움,선발,승,1.29,26,7,4,0,0,2
임찬규,,,,,,,,,,61101,daily,05.21,롯데,선발,,9.64,25,4 2/3,11,0,2,0
임찬규,,,,,,,,,,61101,daily,05.27,한화,선발,승,1.29,26,7,5,0,2,0
임찬규,,,,,,,,,,61101,daily,06.01,삼성,선발,,5.40,23,5,7,0,1,0
송승기,2002년 04월 10일,181cm/90kg,,21 LG 2차 9라운드 87순위,13,투수(좌투좌타),,3600만원,,51111,info,,,,,,,,,,,
송승기,,,,,,,,,,51111,daily,03.27,한화,선발,,0.00,23,7,1,0,1,0
송승기,,,,,,,,,,51111,daily,04.04,KIA,선발,승,3.60,25,5,7,0,3,0
송승기,,,,,,,,,,51111,daily,04.11,두산,선발,,3.00,25,6,4,0,3,0
송승기,,,,,,,,,,51111,daily,04.17,삼성,선발,패,7.71,22,4 2/3,6,1,2,0
송승기,,,,,,,,,,51111,daily,04.23,NC,선발,승,0.00,22,6,0,0,3,0
송승기,,,,,,,,,,51111,daily,04.29,한화,선발,패,5.40,23,5,6,2,2,0
송승기,,,,,,,,,,51111,daily,05.05,두산,선발,패,6.00,26,6,8,1,0,0
송승기,,,,,,,,,,51111,daily,05.14,키움,선발,승,0.00,24,6,4,0,2,0
송승기,,,,,,,,,,51111,daily,05.20,롯데,선발,승,5.40,23,5,7,1,1,0
송승기,,,,,,,,,,51111,daily,05.25,SSG,선발,승,0.00,26,6 2/3,4,0,3,0
송승기,,,,,,,,,,51111,daily,06.03,NC,선발,승,0.00,20,6,1,0,1,0
우강훈,2002년 10월 03일,183cm/88kg,,21 롯데 2차 5라운드 41순위,20,투수(우언우타),,3600만원,,51526,info,,,,,,,,,,,
우강훈,,,,,,,,,,51526,daily,03.22,롯데,구원,,0.00,3,1,1,0,0,0
우강훈,,,,,,,,,,51526,daily,03.29,NC,구원,,0.00,3,1,0,0,0,0
우강훈,,,,,,,,,,51526,daily,04.02,KT,구원,,0.00,5,1,2,0,0,0
우강훈,,,,,,,,,,51526,daily,04.08,키움,구원,,0.00,4,1,0,0,2,0
우강훈,,,,,,,,,,51526,daily,04.10,키움,구원,,18.00,5,1,3,0,0,0
우강훈,,,,,,,,,,51526,daily,04.13,두산,구원,,0.00,4,1,1,0,0,0
우강훈,,,,,,,,,,51526,daily,04.17,삼성,구원,,0.00,5,2/3,1,0,1,1
우강훈,,,,,,,,,,51526,daily,04.19,SSG,구원,,0.00,4,1,1,0,0,0
우강훈,,,,,,,,,,51526,daily,04.20,SSG,구원,,54.00,5,1/3,3,0,1,0
우강훈,,,,,,,,,,51526,daily,05.22,롯데,구원,,6.75,5,1 1/3,0,0,0,1
우강훈,,,,,,,,,,51526,daily,05.30,삼성,구원,,0.00,3,1/3,0,0,2,0
이우찬,1992년 08월 04일,185cm/97kg,,11 LG 2라운드 15순위,21,투수(좌투좌타),,10000만원,,61145,info,,,,,,,,,,,
이우찬,,,,,,,,,,61145,daily,03.29,NC,구원,,0.00,4,1,1,0,0,0
이우찬,,,,,,,,,,61145,daily,04.02,KT,구원,,0.00,3,1,0,0,0,0
이우찬,,,,,,,,,,61145,daily,04.04,KIA,구원,,-,1,0,1,0,0,0
이우찬,,,,,,,,,,61145,daily,04.09,키움,구원,,0.00,5,1,1,0,1,0
이우찬,,,,,,,,,,61145,daily,04.13,두산,구원,,18.00,7,1,2,0,2,0
이우찬,,,,,,,,,,61145,daily,04.17,삼성,구원,,0.00,8,1 2/3,1,0,1,1
이우찬,,,,,,,,,,61145,daily,04.19,SSG,구원,,0.00,3,1,0,0,0,0
이우찬,,,,,,,,,,61145,daily,04.20,SSG,구원,,0.00,5,1 2/3,0,0,0,0
이우찬,,,,,,,,,,61145,daily,04.22,NC,구원,,0.00,3,1,0,0,1,0
이우찬,,,,,,,,,,61145,daily,04.26,KIA,구원,,0.00,3,1,0,0,0,0
이우찬,,,,,,,,,,61145,daily,05.05,두산,구원,,0.00,3,2/3,0,0,1,0
이우찬,,,,,,,,,,61145,daily,05.14,키움,구원,,0.00,3,1,0,0,0,0
이우찬,,,,,,,,,,61145,daily,05.17,KT,구원,,-,2,0,1,0,0,0
이우찬,,,,,,,,,,61145,daily,05.17,KT,구원,,0.00,4,1,0,0,0,0
이우찬,,,,,,,,,,61145,daily,05.18,KT,구원,,0.00,3,1/3,1,0,1,0
이우찬,,,,,,,,,,61145,daily,05.21,롯데,구원,,0.00,4,1,0,0,1,0
이우찬,,,,,,,,,,61145,daily,05.22,롯데,구원,,0.00,7,1 2/3,1,0,1,0
이우찬,,,,,,,,,,61145,daily,05.28,한화,구원,,0.00,4,1,1,0,0,0
이우찬,,,,,,,,,,61145,daily,05.30,삼성,구원,패,-,2,0,1,0,1,0
이우찬,,,,,,,,,,61145,daily,06.03,NC,구원,,0.00,3,1,0,0,0,0
이우찬,,,,,,,,,,61145,daily,06.04,NC,구원,,0.00,4,1/3,0,0,3,0
손주영,1998년 12월 02일,191cm/95kg,,17 LG 2차 1라운드 2순위,29,투수(좌투좌타),,17200만원,,67143,info,,,,,,,,,,,
손주영,,,,,,,,,,67143,daily,03.23,롯데,선발,승,0.00,22,7,1,0,2,0
손주영,,,,,,,,,,67143,daily,03.29,NC,선발,승,6.00,25,6,6,3,1,0
손주영,,,,,,,,,,67143,daily,04.08,키움,선발,승,1.29,24,7,5,0,0,0
손주영,,,,,,,,,,67143,daily,04.13,두산,선발,패,18.00,19,3,6,0,3,0
손주영,,,,,,,,,,67143,daily,04.19,SSG,선발,,0.00,9,3,1,0,0,0
손주영,,,,,,,,,,67143,daily,04.25,KIA,선발,,7.36,22,3 2/3,7,0,3,1
손주영,,,,,,,,,,67143,daily,05.02,SSG,선발,패,3.60,21,5,5,1,2,0
손주영,,,,,,,,,,67143,daily,05.10,삼성,선발,승,4.50,26,6,6,0,2,0
손주영,,,,,,,,,,67143,daily,05.17,KT,선발,패,7.71,24,4 2/3,7,0,4,0
손주영,,,,,,,,,,67143,daily,05.23,SSG,선발,승,1.29,24,7,2,0,2,0
손주영,,,,,,,,,,67143,daily,05.29,한화,선발,승,1.29,26,7,5,0,1,0
손주영,,,,,,,,,,67143,daily,06.04,NC,선발,패,7.20,24,5,9,1,2,1
이지강,1999년 07월 02일,183cm/85kg,,19 LG 2차 9라운드 85순위,32,투수(우투우타),,8300만원,,69108,info,,,,,,,,,,,
이지강,,,,,,,,,,69108,daily,03.28,NC,구원,세,0.00,6,2,1,0,0,0
이지강,,,,,,,,,,69108,daily,04.02,KT,구원,,2.70,12,3 1/3,2,0,0,0
이지강,,,,,,,,,,69108,daily,04.09,키움,구원,,0.00,6,1 2/3,1,0,1,0
이지강,,,,,,,,,,69108,daily,04.12,두산,구원,홀,0.00,2,2/3,0,0,0,0
이지강,,,,,,,,,,69108,daily,04.13,두산,구원,,9.00,5,1,1,1,1,0
이지강,,,,,,,,,,69108,daily,04.16,삼성,구원,,0.00,3,1,0,0,0,0
이지강,,,,,,,,,,69108,daily,04.19,SSG,구원,승,13.50,12,2,2,0,4,0
이지강,,,,,,,,,,69108,daily,04.26,KIA,선발,패,18.00,18,3,8,2,2,0
이지강,,,,,,,,,,69108,daily,05.21,롯데,구원,,0.00,8,2,2,0,0,0
이지강,,,,,,,,,,69108,daily,05.24,SSG,구원,,0.00,6,1,1,0,1,0
이지강,,,,,,,,,,69108,daily,05.28,한화,구원,,0.00,3,1,0,0,0,0
이지강,,,,,,,,,,69108,daily,05.29,한화,구원,홀,0.00,3,1,1,0,0,0
이지강,,,,,,,,,,69108,daily,05.31,삼성,구원,,0.00,3,1,0,0,0,0
이지강,,,,,,,,,,69108,daily,06.01,삼성,구원,홀,0.00,4,2/3,0,0,2,0
이지강,,,,,,,,,,69108,daily,06.04,NC,구원,,9.00,6,1,3,0,0,0
성동현,1999년 05월 18일,189cm/108kg,,18 LG 2차 1라운드 7순위,34,투수(우투우타),,3400만원,,68159,info,,,,,,,,,,,
성동현,,,,,,,,,,68159,daily,04.26,KIA,구원,,0.00,4,1,0,0,1,0
성동현,,,,,,,,,,68159,daily,05.04,SSG,구원,,9.00,4,1,1,1,0,0
성동현,,,,,,,,,,68159,daily,05.18,KT,구원,,0.00,4,2/3,1,0,1,0
성동현,,,,,,,,,,68159,daily,05.20,롯데,구원,,-,4,0,3,0,1,0
성동현,,,,,,,,,,68159,daily,05.21,롯데,구원,,0.00,4,1,0,0,1,0
성동현,,,,,,,,,,68159,daily,05.28,한화,구원,,0.00,1,1/3,0,0,0,0
성동현,,,,,,,,,,68159,daily,05.30,삼성,구원,,9.00,6,1,1,0,2,0
성동현,,,,,,,,,,68159,daily,06.03,NC,구원,,0.00,3,1,0,0,0,0
성동현,,,,,,,,,,68159,daily,06.04,NC,구원,,0.00,1,2/3,0,0,0,0
코엔 윈,1999년 01월 25일,193cm/86kg,,25 LG 부상 대체 외국인선수,,투수(우투우타),,11000달러,,55138,info,,,,,,,,,,,
코엔 윈,,,,,,,,,,55138,daily,05.04,SSG,선발,승,4.50,24,6,5,1,0,1
코엔 윈,,,,,,,,,,55138,daily,05.11,삼성,선발,,7.20,22,5,7,2,0,0
코엔 윈,,,,,,,,,,55138,daily,05.17,KT,선발,,1.93,21,4 2/3,3,0,2,2
코엔 윈,,,,,,,,,,55138,daily,05.22,롯데,선발,패,16.20,23,3 1/3,8,0,2,2
코엔 윈,,,,,,,,,,55138,daily,05.28,한화,선발,,9.00,17,4,5,1,0,0
박명근,2004년 03월 27일,174cm/75kg,,23 LG 3라운드 27순위,39,투수(우언우타),,6000만원,,53139,info,,,,,,,,,,,
박명근,,,,,,,,,,53139,daily,03.22,롯데,구원,,0.00,4,1,1,0,0,0
박명근,,,,,,,,,,53139,daily,03.27,한화,구원,승,0.00,3,1,0,0,1,0
박명근,,,,,,,,,,53139,daily,04.03,KT,구원,세,0.00,4,1 1/3,0,0,0,0
박명근,,,,,,,,,,53139,daily,04.06,KIA,구원,,0.00,4,1,1,0,0,0
박명근,,,,,,,,,,53139,daily,04.11,두산,구원,홀,0.00,3,1,0,0,0,0
박명근,,,,,,,,,,53139,daily,04.12,두산,구원,홀,0.00,3,1/3,1,0,1,0
박명근,,,,,,,,,,53139,daily,04.15,삼성,구원,홀,0.00,3,1,0,0,0,0
박명근,,,,,,,,,,53139,daily,04.18,SSG,구원,,0.00,4,1,1,0,0,0
박명근,,,,,,,,,,53139,daily,04.23,NC,구원,홀,0.00,3,1,0,0,0,0
박명근,,,,,,,,,,53139,daily,04.25,KIA,구원,홀,0.00,4,1,1,0,0,0
박명근,,,,,,,,,,53139,daily,04.27,KIA,구원,,0.00,2,2/3,0,0,0,0
박명근,,,,,,,,,,53139,daily,04.29,한화,구원,,0.00,3,1,0,0,0,0
박명근,,,,,,,,,,53139,daily,05.02,SSG,구원,,0.00,7,1 2/3,0,0,1,1
박명근,,,,,,,,,,53139,daily,05.07,두산,구원,패,-,4,0,3,0,1,0
박명근,,,,,,,,,,53139,daily,05.10,삼성,구원,홀,9.00,4,1,1,1,0,0
박명근,,,,,,,,,,53139,daily,05.11,삼성,구원,승,0.00,3,1,0,0,0,0
박명근,,,,,,,,,,53139,daily,05.13,키움,구원,세,0.00,6,1,2,0,0,1
박명근,,,,,,,,,,53139,daily,05.15,키움,구원,홀,0.00,2,1/3,1,0,0,0
박명근,,,,,,,,,,53139,daily,05.17,KT,구원,홀,6.75,6,1 1/3,2,1,0,0
박명근,,,,,,,,,,53139,daily,05.18,KT,구원,홀,0.00,2,2/3,0,0,0,0
박명근,,,,,,,,,,53139,daily,05.20,롯데,구원,,0.00,5,1,1,0,1,0
박명근,,,,,,,,,,53139,daily,05.21,롯데,구원,,0.00,5,1,0,0,1,1
박명근,,,,,,,,,,53139,daily,05.23,SSG,구원,세,9.00,6,1,3,0,0,0
박명근,,,,,,,,,,53139,daily,05.27,한화,구원,세,0.00,3,1,0,0,0,0
박명근,,,,,,,,,,53139,daily,05.28,한화,구원,패,27.00,4,2/3,1,1,1,0
박명근,,,,,,,,,,53139,daily,06.01,삼성,구원,패,18.00,5,1,2,1,0,0
박명근,,,,,,,,,,53139,daily,06.05,NC,구원,홀,0.00,4,1/3,1,0,1,1
김진성,1985년 03월 07일,186cm/90kg,,04 SK 2차 6라운드 42순위,42,투수(우투우타),,33000만원,,75867,info,,,,,,,,,,,
김진성,,,,,,,,,,75867,daily,03.22,롯데,구원,,0.00,3,1,0,0,0,0
김진성,,,,,,,,,,75867,daily,03.23,롯데,구원,홀,0.00,4,1,1,0,0,0
김진성,,,,,,,,,,75867,daily,03.25,한화,구원,홀,0.00,4,1,1,0,0,0
김진성,,,,,,,,,,75867,daily,03.28,NC,구원,,54.00,5,1/3,2,0,2,0
김진성,,,,,,,,,,75867,daily,04.03,KT,구원,홀,0.00,3,1,0,0,0,0
김진성,,,,,,,,,,75867,daily,04.04,KIA,구원,홀,0.00,3,1,0,0,0,0
김진성,,,,,,,,,,75867,daily,04.12,두산,구원,홀,0.00,4,1,0,0,1,0
김진성,,,,,,,,,,75867,daily,04.15,삼성,구원,홀,0.00,3,1,0,0,0,0
김진성,,,,,,,,,,75867,daily,04.18,SSG,구원,,0.00,4,1,0,0,1,0
김진성,,,,,,,,,,75867,daily,04.19,SSG,구원,홀,9.00,5,1,2,0,0,0
김진성,,,,,,,,,,75867,daily,04.22,NC,구원,,0.00,3,1,0,0,0,0
김진성,,,,,,,,,,75867,daily,04.23,NC,구원,홀,0.00,3,1,0,0,0,0
김진성,,,,,,,,,,75867,daily,04.25,KIA,구원,,0.00,7,1 2/3,1,0,1,0
김진성,,,,,,,,,,75867,daily,04.27,KIA,구원,,0.00,4,2/3,1,0,1,0
김진성,,,,,,,,,,75867,daily,04.29,한화,구원,,0.00,3,1,0,0,0,0
김진성,,,,,,,,,,75867,daily,04.30,한화,구원,패,18.00,5,1,2,1,0,0
김진성,,,,,,,,,,75867,daily,05.03,SSG,구원,,0.00,4,1/3,1,0,2,0
김진성,,,,,,,,,,75867,daily,05.06,두산,구원,,0.00,4,1,1,0,0,0
김진성,,,,,,,,,,75867,daily,05.07,두산,구원,홀,0.00,3,1,0,0,0,0
김진성,,,,,,,,,,75867,daily,05.10,삼성,구원,홀,0.00,4,1,1,0,1,0
김진성,,,,,,,,,,75867,daily,05.10,삼성,구원,홀,0.00,3,1,0,0,0,0
김진성,,,,,,,,,,75867,daily,05.13,키움,구원,승,0.00,4,1 1/3,0,0,0,0
김진성,,,,,,,,,,75867,daily,05.15,키움,구원,홀,0.00,4,2/3,1,0,0,0
김진성,,,,,,,,,,75867,daily,05.17,KT,구원,홀,40.50,5,2/3,1,0,2,0
김진성,,,,,,,,,,75867,daily,05.18,KT,구원,세,0.00,4,1 1/3,0,0,0,0
김진성,,,,,,,,,,75867,daily,05.21,롯데,구원,,13.50,6,1 1/3,2,1,0,0
김진성,,,,,,,,,,75867,daily,05.23,SSG,구원,홀,0.00,4,1,0,0,1,0
김진성,,,,,,,,,,75867,daily,05.24,SSG,구원,패,27.00,4,1/3,2,0,1,0
김진성,,,,,,,,,,75867,daily,05.27,한화,구원,홀,0.00,4,1,0,0,0,0
김진성,,,,,,,,,,75867,daily,05.28,한화,구원,,0.00,3,1,0,0,0,0
김진성,,,,,,,,,,75867,daily,05.31,삼성,구원,,0.00,3,1,1,0,0,0
김진성,,,,,,,,,,75867,daily,06.01,삼성,구원,홀,0.00,4,1,1,0,1,0
김진성,,,,,,,,,,75867,daily,06.05,NC,구원,홀,0.00,3,2/3,0,0,1,0
김진성,,,,,,,,,,75867,daily,06.06,키움,구원,,9.00,4,1,1,1,0,0
치리노스,1993년 12월 26일,188cm/102kg,,25 LG 자유선발,46,투수(우투우타),,800000달러,,55146,info,,,,,,,,,,,
치리노스,,,,,,,,,,55146,daily,03.22,롯데,선발,승,3.00,26,6,5,0,3,0
치리노스,,,,,,,,,,55146,daily,03.28,NC,선발,,3.00,25,6,6,0,1,1
치리노스,,,,,,,,,,55146,daily,04.06,KIA,선발,승,1.29,25,7,3,0,1,1
치리노스,,,,,,,,,,55146,daily,04.12,두산,선발,승,0.00,22,6,3,0,1,0
치리노스,,,,,,,,,,55146,daily,04.18,SSG,선발,승,1.29,26,7,3,0,2,0
치리노스,,,,,,,,,,55146,daily,04.24,NC,선발,패,1.80,20,5,5,0,1,0
치리노스,,,,,,,,,,55146,daily,04.30,한화,선발,,1.50,23,6,4,0,2,0
치리노스,,,,,,,,,,55146,daily,05.06,두산,선발,승,1.29,24,7,4,0,0,0
치리노스,,,,,,,,,,55146,daily,05.13,키움,선발,,8.44,26,5 1/3,8,1,2,0
치리노스,,,,,,,,,,55146,daily,05.18,KT,선발,승,1.50,22,6,5,0,0,0
치리노스,,,,,,,,,,55146,daily,05.24,SSG,선발,,6.35,26,5 2/3,7,2,1,1
치리노스,,,,,,,,,,55146,daily,05.31,삼성,선발,패,6.00,27,6,9,0,1,0
치리노스,,,,,,,,,,55146,daily,06.06,키움,선발,,0.00,29,7,5,0,2,1
문동주,2003년 12월 23일,188cm/97kg,,22 한화 1차,1,투수(우투우타),,10000만원,,52701,info,,,,,,,,,,,
문동주,,,,,,,,,,52701,daily,03.27,LG,선발,,0.00,17,5,1,0,0,0
문동주,,,,,,,,,,52701,daily,04.02,롯데,선발,패,18.00,11,2,4,1,1,0
문동주,,,,,,,,,,52701,daily,04.08,두산,선발,,6.75,17,4,5,1,0,0
문동주,,,,,,,,,,52701,daily,04.13,키움,선발,승,0.00,21,6,3,0,0,0
문동주,,,,,,,,,,52701,daily,04.19,NC,선발,승,3.60,20,5,5,0,1,1
문동주,,,,,,,,,,52701,daily,04.26,KT,선발,승,1.17,28,7 2/3,3,0,2,0
문동주,,,,,,,,,,52701,daily,05.07,삼성,선발,승,3.00,27,6,6,0,3,1
문동주,,,,,,,,,,52701,daily,05.14,두산,선발,패,5.40,23,5,6,0,1,1
문동주,,,,,,,,,,52701,daily,05.20,NC,선발,승,0.00,24,6,4,0,2,0
문동주,,,,,,,,,,52701,daily,05.25,롯데,선발,,11.57,23,4 2/3,7,0,3,0
한승혁,1993년 01월 03일,185cm/100kg,,11 KIA 1라운드 8순위,26,투수(우투좌타),,9400만원,,61666,info,,,,,,,,,,,
한승혁,,,,,,,,,,61666,daily,03.22,KT,구원,홀,0.00,4,1,1,0,0,0
한승혁,,,,,,,,,,61666,daily,03.23,KT,구원,패,27.00,2,1/3,0,0,1,0
한승혁,,,,,,,,,,61666,daily,03.27,LG,구원,패,18.00,7,1,3,0,1,0
한승혁,,,,,,,,,,61666,daily,03.30,KIA,구원,,0.00,3,1,0,0,0,0
한승혁,,,,,,,,,,61666,daily,04.03,롯데,구원,,9.00,6,1,3,0,0,0
한승혁,,,,,,,,,,61666,daily,04.06,삼성,구원,,0.00,4,2/3,2,0,0,0
한승혁,,,,,,,,,,61666,daily,04.08,두산,구원,,0.00,4,2/3,0,0,2,0
한승혁,,,,,,,,,,61666,daily,04.09,두산,구원,홀,0.00,3,1,0,0,0,0
한승혁,,,,,,,,,,61666,daily,04.13,키움,구원,,0.00,4,1,1,0,0,0
한승혁,,,,,,,,,,61666,daily,04.15,SSG,구원,홀,0.00,4,1,0,0,1,0
한승혁,,,,,,,,,,61666,daily,04.16,SSG,구원,,0.00,2,2/3,0,0,0,0
한승혁,,,,,,,,,,61666,daily,04.20,NC,구원,,0.00,3,1,1,0,0,0
한승혁,,,,,,,,,,61666,daily,04.23,롯데,구원,홀,0.00,5,1,2,0,0,0
한승혁,,,,,,,,,,61666,daily,04.25,KT,구원,,0.00,5,1,1,0,0,0
한승혁,,,,,,,,,,61666,daily,04.26,KT,구원,홀,0.00,1,1/3,0,0,0,0
한승혁,,,,,,,,,,61666,daily,04.27,KT,구원,,0.00,3,1,0,0,0,0
한승혁,,,,,,,,,,61666,daily,04.29,LG,구원,홀,0.00,4,1,1,0,0,0
한승혁,,,,,,,,,,61666,daily,04.30,LG,구원,홀,0.00,3,1,0,0,0,0
한승혁,,,,,,,,,,61666,daily,05.02,KIA,구원,,0.00,4,1,0,0,0,1
한승혁,,,,,,,,,,61666,daily,05.04,KIA,구원,홀,0.00,3,1,0,0,0,0
한승혁,,,,,,,,,,61666,daily,05.06,삼성,구원,세,0.00,4,1,1,0,0,0
한승혁,,,,,,,,,,61666,daily,05.09,키움,구원,승,0.00,4,1,0,0,1,0
한승혁,,,,,,,,,,61666,daily,05.13,두산,구원,,18.00,6,1,3,1,0,0
한승혁,,,,,,,,,,61666,daily,05.20,NC,구원,,13.50,5,2/3,0,0,2,1
한승혁,,,,,,,,,,61666,daily,05.24,롯데,구원,,0.00,7,1 2/3,1,0,1,0
한승혁,,,,,,,,,,61666,daily,05.25,롯데,구원,,9.00,5,1,1,1,1,0
한승혁,,,,,,,,,,61666,daily,05.28,LG,구원,,0.00,5,1,2,0,0,0
한승혁,,,,,,,,,,61666,daily,05.30,NC,구원,,0.00,3,1,0,0,0,0
한승혁,,,,,,,,,,61666,daily,05.31,NC,구원,,0.00,3,2/3,0,0,1,0
한승혁,,,,,,,,,,61666,daily,06.04,KT,구원,홀,0.00,4,1,1,0,0,1
황준서,2005년 08월 22일,185cm/78kg,,24 한화 1라운드 1순위,29,투수(좌투좌타),,4500만원,,54729,info,,,,,,,,,,,
황준서,,,,,,,,,,54729,daily,05.21,NC,선발,,2.70,14,3 1/3,2,0,2,0
황준서,,,,,,,,,,54729,daily,05.27,LG,선발,패,3.60,21,5,3,0,4,0
황준서,,,,,,,,,,54729,daily,06.01,NC,선발,패,7.94,25,5 2/3,4,1,4,1
폰세,1994년 04월 25일,198cm/115kg,,25 한화 자유선발,30,투수(우투우타),,800000달러,,55730,info,,,,,,,,,,,
폰세,,,,,,,,,,55730,daily,03.22,KT,선발,,3.60,22,5,7,0,1,0
폰세,,,,,,,,,,55730,daily,03.28,KIA,선발,승,2.57,28,7,7,1,1,0
폰세,,,,,,,,,,55730,daily,04.03,롯데,선발,,2.57,28,7,5,0,2,0
폰세,,,,,,,,,,55730,daily,04.09,두산,선발,승,6.00,26,6,8,0,2,0
폰세,,,,,,,,,,55730,daily,04.15,SSG,선발,승,0.00,24,7,1,0,3,0
폰세,,,,,,,,,,55730,daily,04.20,NC,선발,승,0.00,22,7,1,0,0,0
폰세,,,,,,,,,,55730,daily,04.27,KT,선발,승,0.00,26,7,3,0,4,0
폰세,,,,,,,,,,55730,daily,05.04,KIA,선발,승,0.00,25,7,2,0,2,0
폰세,,,,,,,,,,55730,daily,05.10,키움,선발,승,1.50,23,6,3,1,2,0
폰세,,,,,,,,,,55730,daily,05.17,SSG,선발,승,0.00,27,8,2,0,1,0
폰세,,,,,,,,,,55730,daily,05.22,NC,선발,,3.60,21,5,5,0,1,0
폰세,,,,,,,,,,55730,daily,05.28,LG,선발,,5.14,27,7,6,2,0,1
폰세,,,,,,,,,,55730,daily,06.03,KT,선발,승,0.00,20,6,2,0,1,0
김종수,1994년 06월 03일,180cm/88kg,,13 한화 8라운드 74순위,38,투수(우투우타),,5500만원,,63765,info,,,,,,,,,,,
김종수,,,,,,,,,,63765,daily,03.25,LG,구원,,0.00,3,1,0,0,0,0
김종수,,,,,,,,,,63765,daily,03.26,LG,구원,,0.00,6,1,1,0,2,0
김종수,,,,,,,,,,63765,daily,03.29,KIA,구원,승,0.00,5,1 2/3,0,0,2,0
김종수,,,,,,,,,,63765,daily,04.02,롯데,구원,,0.00,5,1 2/3,0,0,0,1
김종수,,,,,,,,,,63765,daily,04.05,삼성,구원,,13.50,4,2/3,1,0,1,0
김종수,,,,,,,,,,63765,daily,04.06,삼성,구원,,0.00,6,1,1,0,2,0
김종수,,,,,,,,,,63765,daily,04.08,두산,구원,,0.00,6,1 2/3,1,0,0,0
김종수,,,,,,,,,,63765,daily,04.10,두산,구원,,0.00,3,2/3,0,0,1,0
김종수,,,,,,,,,,63765,daily,04.12,키움,구원,,0.00,6,1 1/3,1,0,1,0
김종수,,,,,,,,,,63765,daily,04.16,SSG,구원,,-,2,0,1,0,1,0
김종수,,,,,,,,,,63765,daily,04.18,NC,구원,,0.00,2,1/3,0,0,0,1
김종수,,,,,,,,,,63765,daily,04.24,롯데,구원,,0.00,4,1,1,0,1,0
김종수,,,,,,,,,,63765,daily,04.27,KT,구원,홀,0.00,3,1/3,1,0,0,1
김종수,,,,,,,,,,63765,daily,05.02,KIA,구원,,0.00,2,1/3,1,0,0,0
김종수,,,,,,,,,,63765,daily,05.07,삼성,구원,홀,0.00,2,1/3,1,0,0,0
김종수,,,,,,,,,,63765,daily,05.09,키움,구원,,0.00,4,1 1/3,0,0,0,0
김종수,,,,,,,,,,63765,daily,05.11,키움,구원,,0.00,3,1,0,0,0,0
김종수,,,,,,,,,,63765,daily,05.13,두산,구원,패,13.50,4,2/3,1,0,1,0
김종수,,,,,,,,,,63765,daily,05.15,두산,구원,,0.00,6,2,0,0,0,0
김종수,,,,,,,,,,63765,daily,05.17,SSG,구원,,0.00,5,1,1,0,0,0
김종수,,,,,,,,,,63765,daily,05.18,SSG,구원,,0.00,3,1,0,0,0,0
김종수,,,,,,,,,,63765,daily,05.21,NC,구원,패,18.00,6,1,2,0,1,1
김종수,,,,,,,,,,63765,daily,05.22,NC,구원,패,27.00,5,2/3,3,0,0,0
김종수,,,,,,,,,,63765,daily,05.24,롯데,구원,패,54.00,4,1/3,2,0,1,0
김종수,,,,,,,,,,63765,daily,05.27,LG,구원,,-,1,0,1,0,0,0
정우주,2006년 11월 07일,184cm/88kg,,25 한화 1라운드 2순위,43,투수(우투우타),,3000만원,,55743,info,,,,,,,,,,,
정우주,,,,,,,,,,55743,daily,03.23,KT,구원,,0.00,3,1,0,0,0,0
정우주,,,,,,,,,,55743,daily,03.25,LG,구원,,-,3,0,1,0,1,1
정우주,,,,,,,,,,55743,daily,03.30,KIA,구원,,0.00,4,1,1,0,0,0
정우주,,,,,,,,,,55743,daily,04.02,롯데,구원,,9.00,4,1,1,1,0,0
정우주,,,,,,,,,,55743,daily,04.04,삼성,구원,,0.00,4,1,1,0,0,0
정우주,,,,,,,,,,55743,daily,04.05,삼성,구원,,0.00,2,2/3,0,0,0,0
정우주,,,,,,,,,,55743,daily,04.08,두산,구원,,0.00,4,1,0,0,1,0
정우주,,,,,,,,,,55743,daily,04.11,키움,구원,,0.00,5,1 1/3,0,0,1,0
정우주,,,,,,,,,,55743,daily,04.17,SSG,구원,홀,0.00,3,1,0,0,0,0
정우주,,,,,,,,,,55743,daily,04.18,NC,구원,홀,0.00,6,1 2/3,1,0,0,0
정우주,,,,,,,,,,55743,daily,04.24,롯데,구원,,0.00,2,2/3,0,0,0,0
정우주,,,,,,,,,,55743,daily,04.25,KT,구원,,0.00,3,1,0,0,0,0
