선수명,생년월일,신장/체중,입단계약금,지명순위,등번호,포지션,경력,연봉,입단년도,playerId,type,날짜,상대팀,출장구분,결과,ERA,TBF,IP,H,HR,BB,HBP
조병현,,,,,,,,,,51897,daily,03.25,롯데,구원,패,0.00,6,1 1/3,2,0,1,0
조병현,,,,,,,,,,51897,daily,03.27,롯데,구원,세,0.00,4,1,1,0,1,0
조병현,,,,,,,,,,51897,daily,04.04,KT,구원,,0.00,4,1,1,0,0,0
조병현,,,,,,,,,,51897,daily,04.06,KT,구원,승,0.00,5,1,2,0,0,0
조병현,,,,,,,,,,51897,daily,04.09,삼성,구원,승,0.00,5,1,2,0,0,0
조병현,,,,,,,,,,51897,daily,04.10,삼성,구원,,9.00,6,1,2,0,1,0
조병현,,,,,,,,,,51897,daily,04.17,한화,구원,,0.00,3,1,0,0,0,0
조병현,,,,,,,,,,51897,daily,04.20,LG,구원,,0.00,3,1,0,0,0,0
조병현,,,,,,,,,,51897,daily,04.24,KT,구원,세,0.00,4,1 1/3,0,0,0,0
조병현,,,,,,,,,,51897,daily,04.25,키움,구원,세,0.00,3,1,0,0,0,0
조병현,,,,,,,,,,51897,daily,04.30,삼성,구원,,13.50,3,2/3,1,1,0,0
조병현,,,,,,,,,,51897,daily,05.01,삼성,구원,세,0.00,3,1,0,0,0,0
조병현,,,,,,,,,,51897,daily,05.07,롯데,구원,,0.00,4,1,1,0,0,0
조병현,,,,,,,,,,51897,daily,05.11,KIA,구원,,0.00,3,1,0,0,0,0
조병현,,,,,,,,,,51897,daily,05.13,NC,구원,세,0.00,3,1,0,0,0,0
조병현,,,,,,,,,,51897,daily,05.15,NC,구원,,0.00,3,1,0,0,0,0
조병현,,,,,,,,,,51897,daily,05.17,한화,구원,,9.00,5,1,2,1,0,0
조병현,,,,,,,,,,51897,daily,05.18,한화,구원,,0.00,3,1,1,0,0,0
조병현,,,,,,,,,,51897,daily,05.20,두산,구원,세,0.00,6,1,2,0,1,0
조병현,,,,,,,,,,51897,daily,05.24,LG,구원,승,0.00,3,1,0,0,0,0
조병현,,,,,,,,,,51897,daily,05.27,NC,구원,,0.00,3,1,0,0,0,0
조병현,,,,,,,,,,51897,daily,05.29,NC,구원,세,0.00,4,1,1,0,0,0
조병현,,,,,,,,,,51897,daily,05.31,롯데,구원,세,0.00,3,1,0,0,0,0
조병현,,,,,,,,,,51897,daily,06.01,롯데,구원,세,0.00,3,1,0,0,0,0
조병현,,,,,,,,,,51897,daily,06.03,삼성,구원,세,9.00,4,1,1,1,0,0
조병현,,,,,,,,,,51897,daily,06.04,삼성,구원,,9.00,4,1,1,1,0,0
김광현,1988년 07월 22일,188cm/88kg,,07 SK 1차,29,투수(좌투좌타),,300000만원,,77829,info,,,,,,,,,,,
김광현,,,,,,,,,,77829,daily,03.23,두산,선발,승,3.18,26,5 2/3,7,0,2,0
김광현,,,,,,,,,,77829,daily,03.29,키움,선발,패,3.60,22,5,5,1,2,1
김광현,,,,,,,,,,77829,daily,04.04,KT,선발,,1.80,22,5,5,0,3,0
김광현,,,,,,,,,,77829,daily,04.10,삼성,선발,,0.00,21,6,2,0,1,1
김광현,,,,,,,,,,77829,daily,04.16,한화,선발,패,9.00,23,5,7,2,1,0
김광현,,,,,,,,,,77829,daily,04.22,KT,선발,패,6.35,29,5 2/3,10,0,4,0
김광현,,,,,,,,,,77829,daily,04.27,키움,선발,패,18.90,20,3 1/3,9,1,1,0
김광현,,,,,,,,,,77829,daily,05.03,LG,선발,패,0.00,26,6,6,0,1,0
김광현,,,,,,,,,,77829,daily,05.11,KIA,선발,승,1.29,25,7,1,1,1,0
김광현,,,,,,,,,,77829,daily,05.17,한화,선발,패,1.50,27,6,5,0,2,1
김광현,,,,,,,,,,77829,daily,05.22,두산,선발,,1.50,23,6,5,0,1,0
김광현,,,,,,,,,,77829,daily,05.28,NC,선발,승,7.20,21,5,5,0,3,0
김광현,,,,,,,,,,77829,daily,06.03,삼성,선발,승,4.76,24,5 2/3,6,1,1,0
최민준,1999년 06월 11일,178cm/83kg,,18 SK 2차 2라운드 15순위,30,투수(우투우타),,10000만원,,68856,info,,,,,,,,,,,
최민준,,,,,,,,,,68856,daily,03.30,키움,구원,,0.00,4,1,1,0,0,0
최민준,,,,,,,,,,68856,daily,04.08,삼성,구원,,0.00,4,1 1/3,0,0,0,0
최민준,,,,,,,,,,68856,daily,04.09,삼성,구원,,-,1,0,0,0,1,0
최민준,,,,,,,,,,68856,daily,04.11,KIA,구원,승,2.25,14,4,2,1,1,0
최민준,,,,,,,,,,68856,daily,04.15,한화,구원,,0.00,9,2,0,0,1,1
최민준,,,,,,,,,,68856,daily,04.19,LG,구원,,5.40,9,1 2/3,1,0,3,0
최민준,,,,,,,,,,68856,daily,04.22,KT,구원,,36.00,8,1,4,1,1,0
최민준,,,,,,,,,,68856,daily,04.27,키움,구원,,0.00,11,2 2/3,1,0,1,1
최민준,,,,,,,,,,68856,daily,04.30,삼성,구원,,9.00,6,1,2,1,0,0
최민준,,,,,,,,,,68856,daily,05.23,LG,구원,,0.00,2,2/3,0,0,0,0
최민준,,,,,,,,,,68856,daily,05.24,LG,구원,,0.00,6,1 1/3,1,0,1,0
최민준,,,,,,,,,,68856,daily,05.28,NC,구원,,0.00,4,1,1,0,0,1
최민준,,,,,,,,,,68856,daily,05.30,롯데,구원,,0.00,3,1,0,0,0,0
최민준,,,,,,,,,,68856,daily,06.05,삼성,구원,,13.50,3,2/3,0,0,1,0
앤더슨,1994년 03월 22일,194cm/83kg,,24 SSG 자유선발,33,투수(우투우타),,1150000달러,,54833,info,,,,,,,,,,,
앤더슨,,,,,,,,,,54833,daily,03.22,두산,선발,,9.82,19,3 2/3,4,0,4,0
앤더슨,,,,,,,,,,54833,daily,03.28,키움,선발,패,5.40,25,5,6,1,3,0
앤더슨,,,,,,,,,,54833,daily,04.09,삼성,선발,,1.29,27,7,6,1,0,0
앤더슨,,,,,,,,,,54833,daily,04.15,한화,선발,패,1.80,21,5,3,0,1,1
앤더슨,,,,,,,,,,54833,daily,04.20,LG,선발,승,4.05,26,6 2/3,4,1,1,1
앤더슨,,,,,,,,,,54833,daily,04.26,키움,선발,,0.00,23,6 1/3,2,0,1,1
앤더슨,,,,,,,,,,54833,daily,05.02,LG,선발,승,0.00,22,5,5,0,2,0
앤더슨,,,,,,,,,,54833,daily,05.10,KIA,선발,,1.59,21,5 2/3,2,0,2,0
앤더슨,,,,,,,,,,54833,daily,05.15,NC,선발,승,0.00,22,6,2,0,1,1
앤더슨,,,,,,,,,,54833,daily,05.21,두산,선발,승,0.00,23,6,5,0,2,0
앤더슨,,,,,,,,,,54833,daily,05.27,NC,선발,,0.00,26,7,5,0,0,0
앤더슨,,,,,,,,,,54833,daily,06.01,롯데,선발,,4.50,24,6,4,1,3,0
한두솔,1997년 01월 15일,177cm/86kg,,18 KT 육성선수,34,투수(좌투좌타),,8000만원,,68092,info,,,,,,,,,,,
한두솔,,,,,,,,,,68092,daily,03.22,두산,구원,,0.00,3,2/3,1,0,0,0
한두솔,,,,,,,,,,68092,daily,03.23,두산,구원,홀,0.00,3,1,0,0,0,0
한두솔,,,,,,,,,,68092,daily,03.25,롯데,구원,,0.00,4,1/3,3,0,0,0
한두솔,,,,,,,,,,68092,daily,03.29,키움,구원,,0.00,4,1,1,0,0,0
한두솔,,,,,,,,,,68092,daily,03.30,키움,구원,홀,0.00,1,1/3,0,0,0,0
한두솔,,,,,,,,,,68092,daily,04.04,KT,구원,승,0.00,4,1,0,0,1,0
한두솔,,,,,,,,,,68092,daily,04.09,삼성,구원,세,0.00,1,1/3,0,0,0,0
한두솔,,,,,,,,,,68092,daily,04.11,KIA,구원,,0.00,8,2,2,0,1,0
한두솔,,,,,,,,,,68092,daily,04.16,한화,구원,,9.00,5,1,2,0,0,0
한두솔,,,,,,,,,,68092,daily,04.17,한화,구원,,0.00,3,1,1,0,0,0
한두솔,,,,,,,,,,68092,daily,04.19,LG,구원,,-,2,0,1,0,1,0
한두솔,,,,,,,,,,68092,daily,04.23,KT,구원,,-,4,0,1,0,3,0
한두솔,,,,,,,,,,68092,daily,04.25,키움,구원,승,0.00,1,1/3,0,0,0,0
한두솔,,,,,,,,,,68092,daily,04.26,키움,구원,,0.00,3,2/3,1,0,0,0
한두솔,,,,,,,,,,68092,daily,04.29,삼성,구원,,13.50,6,2/3,3,0,1,0
한두솔,,,,,,,,,,68092,daily,04.30,삼성,구원,,0.00,1,1/3,0,0,0,0
한두솔,,,,,,,,,,68092,daily,05.01,삼성,구원,,-,1,0,1,0,0,0
한두솔,,,,,,,,,,68092,daily,05.03,LG,구원,,0.00,3,1,0,0,0,0
한두솔,,,,,,,,,,68092,daily,05.06,롯데,구원,,0.00,3,1,0,0,0,0
한두솔,,,,,,,,,,68092,daily,05.07,롯데,구원,,9.00,6,1,3,0,0,0
한두솔,,,,,,,,,,68092,daily,05.10,KIA,구원,,0.00,1,1/3,0,0,0,0
한두솔,,,,,,,,,,68092,daily,05.11,KIA,구원,,13.50,4,2/3,1,0,1,0
한두솔,,,,,,,,,,68092,daily,05.18,한화,구원,,27.00,3,1/3,1,0,1,0
한두솔,,,,,,,,,,68092,daily,05.21,두산,구원,,0.00,4,1,2,0,0,0
한두솔,,,,,,,,,,68092,daily,05.25,LG,구원,,10.80,11,1 2/3,2,0,3,0
한두솔,,,,,,,,,,68092,daily,05.30,롯데,구원,,0.00,4,1,0,0,1,0
한두솔,,,,,,,,,,68092,daily,06.05,삼성,구원,,0.00,4,1/3,0,0,2,1
노경은,1984년 03월 11일,187cm/100kg,,03 두산 1차,38,투수(우투우타),,40000만원,,73211,info,,,,,,,,,,,
노경은,,,,,,,,,,73211,daily,03.22,두산,구원,,0.00,6,1,2,0,1,0
노경은,,,,,,,,,,73211,daily,03.23,두산,구원,홀,0.00,1,1/3,0,0,0,0
노경은,,,,,,,,,,73211,daily,03.25,롯데,구원,,0.00,4,1,1,0,0,0
노경은,,,,,,,,,,73211,daily,03.26,롯데,구원,세,0.00,3,1,0,0,0,0
노경은,,,,,,,,,,73211,daily,03.29,키움,구원,,9.00,5,1,1,1,1,0
노경은,,,,,,,,,,73211,daily,03.30,키움,구원,홀,0.00,4,1,1,0,0,0
노경은,,,,,,,,,,73211,daily,04.04,KT,구원,홀,0.00,4,1,0,0,1,0
노경은,,,,,,,,,,73211,daily,04.06,KT,구원,,0.00,3,1,0,0,0,0
노경은,,,,,,,,,,73211,daily,04.09,삼성,구원,,0.00,3,1,0,0,0,0
노경은,,,,,,,,,,73211,daily,04.10,삼성,구원,,9.00,5,1,2,0,0,0
노경은,,,,,,,,,,73211,daily,04.17,한화,구원,,0.00,3,2/3,1,0,0,0
노경은,,,,,,,,,,73211,daily,04.19,LG,구원,,0.00,4,1,1,0,0,0
노경은,,,,,,,,,,73211,daily,04.24,KT,구원,홀,6.75,8,1 1/3,3,0,1,0
노경은,,,,,,,,,,73211,daily,04.26,키움,구원,,0.00,3,1,0,0,0,0
노경은,,,,,,,,,,73211,daily,04.29,삼성,구원,패,9.00,6,1,2,0,1,0
노경은,,,,,,,,,,73211,daily,04.30,삼성,구원,,0.00,6,1 1/3,2,0,1,0
노경은,,,,,,,,,,73211,daily,05.02,LG,구원,세,0.00,3,1,0,0,1,0
노경은,,,,,,,,,,73211,daily,05.07,롯데,구원,,0.00,3,1,0,0,0,0
노경은,,,,,,,,,,73211,daily,05.10,KIA,구원,패,0.00,7,1,0,0,2,0
노경은,,,,,,,,,,73211,daily,05.11,KIA,구원,,0.00,7,2,1,0,1,0
노경은,,,,,,,,,,73211,daily,05.13,NC,구원,,9.00,5,1,2,0,0,0
노경은,,,,,,,,,,73211,daily,05.15,NC,구원,홀,0.00,3,1,0,0,0,0
노경은,,,,,,,,,,73211,daily,05.17,한화,구원,,0.00,4,1,2,0,0,0
노경은,,,,,,,,,,73211,daily,05.18,한화,구원,홀,0.00,3,1,0,0,0,0
노경은,,,,,,,,,,73211,daily,05.20,두산,구원,홀,0.00,3,1,0,0,0,0
노경은,,,,,,,,,,73211,daily,05.22,두산,구원,홀,0.00,2,2/3,0,0,0,0
노경은,,,,,,,,,,73211,daily,05.24,LG,구원,,0.00,5,1 1/3,1,0,0,0
노경은,,,,,,,,,,73211,daily,05.27,NC,구원,,13.50,4,2/3,2,0,1,0
노경은,,,,,,,,,,73211,daily,05.29,NC,구원,홀,0.00,5,1 2/3,1,0,0,0
노경은,,,,,,,,,,73211,daily,05.31,롯데,구원,홀,0.00,3,1,0,0,0,0
노경은,,,,,,,,,,73211,daily,06.01,롯데,구원,,0.00,6,1,2,0,1,0
노경은,,,,,,,,,,73211,daily,06.03,삼성,구원,홀,0.00,3,1,0,0,0,0
노경은,,,,,,,,,,73211,daily,06.04,삼성,구원,,0.00,5,1,2,0,0,0
김건우,2002년 07월 12일,185cm/88kg,,21 SK 1차,39,투수(좌투좌타),,3000만원,,51867,info,,,,,,,,,,,
김건우,,,,,,,,,,51867,daily,03.22,두산,구원,,-,2,0,0,0,2,0
김건우,,,,,,,,,,51867,daily,03.27,롯데,구원,승,0.00,14,4 1/3,0,0,1,1
김건우,,,,,,,,,,51867,daily,04.04,KT,구원,홀,0.00,5,1,2,0,0,0
김건우,,,,,,,,,,51867,daily,04.06,KT,구원,,0.00,4,1,0,0,0,1
김건우,,,,,,,,,,51867,daily,04.08,삼성,구원,,54.00,8,2/3,5,0,1,0
김건우,,,,,,,,,,51867,daily,04.10,삼성,구원,패,13.50,5,2/3,1,0,1,1
김건우,,,,,,,,,,51867,daily,04.11,KIA,구원,,0.00,5,1,1,0,1,0
김건우,,,,,,,,,,51867,daily,04.15,한화,구원,,0.00,5,1,1,0,0,0
김건우,,,,,,,,,,51867,daily,04.17,한화,구원,,27.00,2,1/3,0,0,0,1
김건우,,,,,,,,,,51867,daily,04.18,LG,구원,,27.00,3,1/3,2,0,0,0
김건우,,,,,,,,,,51867,daily,04.22,KT,구원,,0.00,7,1 1/3,1,0,2,0
김건우,,,,,,,,,,51867,daily,04.26,키움,구원,패,27.00,3,1/3,1,0,1,0
김건우,,,,,,,,,,51867,daily,04.27,키움,구원,,0.00,7,2,1,0,0,0
김건우,,,,,,,,,,51867,daily,04.29,삼성,구원,,0.00,1,1/3,0,0,0,0
김건우,,,,,,,,,,51867,daily,04.30,삼성,구원,,0.00,5,1,1,0,1,0
김건우,,,,,,,,,,51867,daily,05.02,LG,구원,홀,0.00,2,2/3,0,0,0,0
김건우,,,,,,,,,,51867,daily,05.04,LG,구원,,0.00,1,1/3,0,0,0,0
김건우,,,,,,,,,,51867,daily,05.06,롯데,구원,,18.00,5,1,2,1,1,0
김건우,,,,,,,,,,51867,daily,05.11,KIA,구원,,0.00,4,1,0,0,1,0
김건우,,,,,,,,,,51867,daily,05.14,NC,구원,,5.40,8,1 2/3,1,0,2,0
김건우,,,,,,,,,,51867,daily,05.17,한화,구원,,0.00,3,1/3,0,0,1,1
김건우,,,,,,,,,,51867,daily,05.21,두산,구원,,0.00,3,1,0,0,0,0
김건우,,,,,,,,,,51867,daily,05.24,LG,선발,,3.38,13,2 2/3,2,0,3,0
김건우,,,,,,,,,,51867,daily,05.29,NC,선발,,7.71,12,2 1/3,3,0,1,1
김건우,,,,,,,,,,51867,daily,06.04,삼성,선발,승,0.00,17,5,2,0,1,0
최현석,2003년 10월 16일,185cm/90kg,,24 SSG 4라운드 40순위,40,투수(우투우타),,3000만원,,54803,info,,,,,,,,,,,
최현석,,,,,,,,,,54803,daily,04.08,삼성,구원,,0.00,3,1,0,0,0,0
최현석,,,,,,,,,,54803,daily,05.03,LG,구원,,0.00,4,1,1,0,0,0
최현석,,,,,,,,,,54803,daily,05.04,LG,구원,,10.13,14,2 2/3,2,1,4,0
최현석,,,,,,,,,,54803,daily,05.21,두산,구원,,9.00,4,1,1,1,0,0
최현석,,,,,,,,,,54803,daily,05.23,LG,구원,,0.00,3,1,0,0,0,0
최현석,,,,,,,,,,54803,daily,05.25,LG,구원,,15.43,13,2 1/3,5,3,1,1
최현석,,,,,,,,,,54803,daily,06.06,KT,구원,,18.00,6,1,3,0,0,0
김민,1999년 04월 14일,185cm/88kg,,18 KT 1차,41,투수(우투우타),,11000만원,,68043,info,,,,,,,,,,,
김민,,,,,,,,,,68043,daily,03.22,두산,구원,,0.00,5,1,1,0,1,0
김민,,,,,,,,,,68043,daily,03.23,두산,구원,홀,0.00,5,1,2,0,0,0
김민,,,,,,,,,,68043,daily,03.25,롯데,구원,,0.00,1,2/3,0,0,0,0
김민,,,,,,,,,,68043,daily,03.26,롯데,구원,홀,0.00,4,1,1,0,0,0
김민,,,,,,,,,,68043,daily,03.30,키움,구원,,0.00,2,1/3,1,0,0,0
김민,,,,,,,,,,68043,daily,04.04,KT,구원,,0.00,4,1,2,0,0,0
김민,,,,,,,,,,68043,daily,04.09,삼성,구원,,0.00,4,1,1,0,0,0
김민,,,,,,,,,,68043,daily,04.10,삼성,구원,홀,0.00,3,1,0,0,0,0
김민,,,,,,,,,,68043,daily,04.16,한화,구원,,0.00,5,2/3,1,0,1,1
김민,,,,,,,,,,68043,daily,04.17,한화,구원,,0.00,4,1,1,0,0,0
김민,,,,,,,,,,68043,daily,04.19,LG,구원,,81.00,4,1/3,2,0,1,0
김민,,,,,,,,,,68043,daily,04.20,LG,구원,홀,0.00,1,1/3,0,0,0,0
김민,,,,,,,,,,68043,daily,04.24,KT,구원,,27.00,5,2/3,2,0,0,0
김민,,,,,,,,,,68043,daily,04.26,키움,구원,,9.00,5,1,2,0,0,0
김민,,,,,,,,,,68043,daily,04.29,삼성,구원,,0.00,4,1,0,0,0,0
김민,,,,,,,,,,68043,daily,04.30,삼성,구원,,13.50,4,2/3,2,1,0,0
김민,,,,,,,,,,68043,daily,05.01,삼성,구원,홀,0.00,6,2,1,0,0,0
김민,,,,,,,,,,68043,daily,05.07,롯데,구원,,0.00,4,1,1,0,0,0
김민,,,,,,,,,,68043,daily,05.10,KIA,구원,,0.00,3,1,0,0,0,0
김민,,,,,,,,,,68043,daily,05.11,KIA,구원,,0.00,2,1/3,1,0,0,0
김민,,,,,,,,,,68043,daily,05.15,NC,구원,홀,0.00,4,1,1,0,0,0
김민,,,,,,,,,,68043,daily,05.18,한화,구원,,0.00,2,2/3,0,0,0,0
김민,,,,,,,,,,68043,daily,05.20,두산,구원,홀,0.00,3,1,0,0,0,0
김민,,,,,,,,,,68043,daily,05.22,두산,구원,패,67.50,7,2/3,3,1,2,0
김민,,,,,,,,,,68043,daily,05.23,LG,구원,,-,1,0,1,1,0,0
김민,,,,,,,,,,68043,daily,05.25,LG,구원,,0.00,4,2/3,0,0,0,1
김민,,,,,,,,,,68043,daily,05.27,NC,구원,,0.00,3,1,0,0,0,0
김민,,,,,,,,,,68043,daily,05.28,NC,구원,,9.00,6,1,2,0,0,1
김민,,,,,,,,,,68043,daily,05.31,롯데,구원,홀,0.00,3,1,0,0,1,0
김민,,,,,,,,,,68043,daily,06.01,롯데,구원,승,0.00,3,1,0,0,1,0
김민,,,,,,,,,,68043,daily,06.04,삼성,구원,홀,0.00,3,1,1,0,0,0
화이트,1994년 12월 28일,190cm/95kg,,25 SSG 자유선발,55,투수(우투우타),,1000000달러,,55855,info,,,,,,,,,,,
화이트,,,,,,,,,,55855,daily,04.17,한화,선발,,4.15,17,4 1/3,3,0,1,0
화이트,,,,,,,,,,55855,daily,04.23,KT,선발,승,3.00,24,6,3,2,2,0
화이트,,,,,,,,,,55855,daily,04.29,삼성,선발,,1.80,21,5,4,1,2,0
화이트,,,,,,,,,,55855,daily,05.05,롯데,선발,승,1.13,26,8,3,0,1,0
화이트,,,,,,,,,,55855,daily,05.11,KIA,선발,승,3.60,24,5,4,1,4,0
화이트,,,,,,,,,,55855,daily,05.17,한화,선발,승,1.29,25,7,3,0,1,0
화이트,,,,,,,,,,55855,daily,05.23,LG,선발,패,3.00,24,6,4,0,2,0
화이트,,,,,,,,,,55855,daily,05.30,롯데,선발,,5.40,25,5,8,0,2,0
화이트,,,,,,,,,,55855,daily,06.05,삼성,선발,패,0.00,25,6,6,0,1,0
박시후,2001년 05월 10일,182cm/88kg,,20 SK 2차 10라운드 100순위,57,투수(좌투좌타),,3100만원,,50812,info,,,,,,,,,,,
박시후,,,,,,,,,,50812,daily,04.18,LG,구원,,0.00,4,1,1,0,0,0
박시후,,,,,,,,,,50812,daily,04.19,LG,구원,,3.38,12,2 2/3,4,1,0,0
박시후,,,,,,,,,,50812,daily,04.23,KT,구원,,0.00,3,1,0,0,0,0
박시후,,,,,,,,,,50812,daily,04.27,키움,구원,,0.00,6,1,0,0,3,0
박시후,,,,,,,,,,50812,daily,05.02,LG,구원,홀,0.00,7,2 1/3,1,0,0,0
박시후,,,,,,,,,,50812,daily,05.04,LG,구원,,18.00,7,1,2,0,2,0
박시후,,,,,,,,,,50812,daily,05.06,롯데,구원,,0.00,6,1 2/3,0,0,1,0
박시후,,,,,,,,,,50812,daily,05.07,롯데,구원,,0.00,3,1,0,0,0,0
박시후,,,,,,,,,,50812,daily,05.14,NC,구원,,0.00,9,2 1/3,2,0,1,0
박시후,,,,,,,,,,50812,daily,05.17,한화,구원,,0.00,1,2/3,0,0,0,0
박시후,,,,,,,,,,50812,daily,05.20,두산,구원,홀,0.00,3,1/3,2,0,0,0
박시후,,,,,,,,,,50812,daily,05.22,두산,구원,,0.00,2,1/3,0,0,0,0
박시후,,,,,,,,,,50812,daily,05.23,LG,구원,,0.00,5,1 1/3,0,0,1,0
박시후,,,,,,,,,,50812,daily,05.24,LG,구원,,18.00,5,1,2,1,0,0
박시후,,,,,,,,,,50812,daily,05.29,NC,구원,승,6.75,9,2 2/3,2,2,0,0
박시후,,,,,,,,,,50812,daily,05.31,롯데,구원,승,0.00,5,1,1,0,1,0
박시후,,,,,,,,,,50812,daily,06.05,삼성,구원,,0.00,4,1/3,1,0,1,1
박시후,,,,,,,,,,50812,daily,06.06,KT,구원,,0.00,5,1,2,0,0,0
전영준,2002년 04월 16일,190cm/100kg,,22 SSG 2차 9라운드 82순위,65,투수(우투우타),,3200만원,,52809,info,,,,,,,,,,,
전영준,,,,,,,,,,52809,daily,05.20,두산,선발,,6.23,21,4 1/3,6,1,1,0
전영준,,,,,,,,,,52809,daily,05.25,LG,선발,패,2.08,18,4 1/3,5,0,1,0
전영준,,,,,,,,,,52809,daily,05.31,롯데,선발,,2.25,17,4,4,0,2,0
전영준,,,,,,,,,,52809,daily,06.06,KT,선발,패,12.00,17,3,5,0,1,1
이로운,2004년 09월 11일,185cm/105kg,,23 SSG 1라운드 5순위,92,투수(우투우타),,7400만원,,53892,info,,,,,,,,,,,
이로운,,,,,,,,,,53892,daily,03.22,두산,구원,,0.00,4,1 1/3,0,0,0,0
이로운,,,,,,,,,,53892,daily,03.25,롯데,구원,,0.00,5,1,1,0,1,0
이로운,,,,,,,,,,53892,daily,03.26,롯데,구원,홀,0.00,1,2/3,0,0,0,0
이로운,,,,,,,,,,53892,daily,03.29,키움,구원,,0.00,5,1,2,0,0,0
이로운,,,,,,,,,,53892,daily,04.04,KT,구원,,0.00,6,1,0,0,3,0
이로운,,,,,,,,,,53892,daily,04.09,삼성,구원,홀,0.00,3,2/3,1,0,0,0
이로운,,,,,,,,,,53892,daily,04.15,한화,구원,,0.00,3,1,0,0,0,0
이로운,,,,,,,,,,53892,daily,04.17,한화,구원,패,13.50,4,2/3,2,0,0,0
이로운,,,,,,,,,,53892,daily,04.18,LG,구원,,0.00,3,2/3,1,0,0,0
이로운,,,,,,,,,,53892,daily,04.20,LG,구원,,0.00,4,1,1,0,1,0
이로운,,,,,,,,,,53892,daily,04.23,KT,구원,,0.00,6,2,1,0,0,0
이로운,,,,,,,,,,53892,daily,04.26,키움,구원,홀,0.00,2,2/3,0,0,0,0
이로운,,,,,,,,,,53892,daily,04.29,삼성,구원,,0.00,3,1,0,0,0,0
이로운,,,,,,,,,,53892,daily,04.30,삼성,구원,홀,0.00,3,1,0,0,1,0
이로운,,,,,,,,,,53892,daily,05.01,삼성,구원,홀,0.00,5,1,1,0,1,0
이로운,,,,,,,,,,53892,daily,05.05,롯데,구원,,0.00,3,1,0,0,0,0
이로운,,,,,,,,,,53892,daily,05.07,롯데,구원,,0.00,5,2/3,2,0,1,0
이로운,,,,,,,,,,53892,daily,05.10,KIA,구원,,9.00,6,1,1,0,2,0
이로운,,,,,,,,,,53892,daily,05.11,KIA,구원,,0.00,4,1,0,0,1,0
이로운,,,,,,,,,,53892,daily,05.13,NC,구원,승,0.00,5,1,1,0,1,0
이로운,,,,,,,,,,53892,daily,05.17,한화,구원,,0.00,5,1,1,0,1,0
이로운,,,,,,,,,,53892,daily,05.18,한화,구원,홀,0.00,5,1,2,0,0,0
이로운,,,,,,,,,,53892,daily,05.20,두산,구원,승,0.00,4,1 1/3,0,0,0,0
이로운,,,,,,,,,,53892,daily,05.22,두산,구원,,0.00,4,1/3,3,0,0,0
이로운,,,,,,,,,,53892,daily,05.24,LG,구원,,0.00,7,1 2/3,2,0,0,0
이로운,,,,,,,,,,53892,daily,05.27,NC,구원,,0.00,5,1 1/3,0,0,1,0
이로운,,,,,,,,,,53892,daily,05.28,NC,구원,,0.00,3,1,0,0,0,0
이로운,,,,,,,,,,53892,daily,05.30,롯데,구원,패,0.00,5,1,2,0,0,0
이로운,,,,,,,,,,53892,daily,05.31,롯데,구원,홀,0.00,3,1,0,0,0,0
이로운,,,,,,,,,,53892,daily,06.03,삼성,구원,홀,0.00,5,1 1/3,1,0,0,0
이로운,,,,,,,,,,53892,daily,06.04,삼성,구원,,0.00,4,1,1,0,0,0
라일리,1996년 07월 09일,190cm/100kg,,25 NC 자유선발,3,투수(우투우타),,520000달러,,55903,info,,,,,,,,,,,
라일리,,,,,,,,,,55903,daily,03.23,KIA,선발,승,3.38,24,5 1/3,4,1,3,0
라일리,,,,,,,,,,55903,daily,03.29,LG,선발,패,10.13,30,5 1/3,7,2,6,0
라일리,,,,,,,,,,55903,daily,04.05,키움,선발,,10.38,20,4 1/3,2,1,5,0
라일리,,,,,,,,,,55903,daily,04.10,KT,선발,승,0.00,25,7,1,0,1,1
라일리,,,,,,,,,,55903,daily,04.19,한화,선발,패,9.82,19,3 2/3,5,1,2,0
라일리,,,,,,,,,,55903,daily,04.24,LG,선발,승,0.00,23,6,3,0,2,0
라일리,,,,,,,,,,55903,daily,04.30,KIA,선발,승,0.00,24,7,4,0,2,0
라일리,,,,,,,,,,55903,daily,05.06,KT,선발,승,1.50,24,6,7,0,0,0
라일리,,,,,,,,,,55903,daily,05.13,SSG,선발,,3.00,23,6,4,1,1,0
라일리,,,,,,,,,,55903,daily,05.18,키움,선발,승,0.00,27,8,1,0,1,0
라일리,,,,,,,,,,55903,daily,05.24,두산,선발,승,1.50,24,6,5,0,2,1
라일리,,,,,,,,,,55903,daily,05.30,한화,선발,패,7.50,28,6,7,1,3,0
라일리,,,,,,,,,,55903,daily,06.05,LG,선발,패,4.76,26,5 2/3,7,1,3,0
로건,1997년 05월 23일,186cm/105kg,,25 NC 자유선발,12,투수(좌투좌타),,560000달러,,55912,info,,,,,,,,,,,
로건,,,,,,,,,,55912,daily,03.22,KIA,선발,,1.50,22,6,4,0,1,0
로건,,,,,,,,,,55912,daily,03.28,LG,선발,,3.00,28,6,6,1,2,1
로건,,,,,,,,,,55912,daily,04.04,키움,선발,패,5.68,27,6 1/3,5,0,4,0
로건,,,,,,,,,,55912,daily,04.09,KT,선발,패,3.00,26,6,5,1,2,1
로건,,,,,,,,,,55912,daily,04.18,한화,선발,패,18.00,15,2,4,0,2,2
로건,,,,,,,,,,55912,daily,04.23,LG,선발,패,2.08,23,4 1/3,5,0,4,1
